,AGG,DBC,DFE,DIA,DXJ,EEM,EFA,EWG,EWH,EWI,EWT,EWU,EWW,EWY,EWZ,EZU,FEZ,FXI,GDX,GLD,IAU,IBB,ITB,IVV,IWD,IWM,IYR,KBE,KRE,LQD,OIL,SDS,SH,SLV,SPY,USO,VGK,VNQ,VTI,VWO,XHB,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY,XME,XOP,USDOLLAR
2009-07-28,102.270,22.490,29.950,90.990,38.650,35.550,49.100,19.640,15.290,17.310,11.430,28.160,40.290,40.250,57.250,32.750,36.320,42.870,38.350,92.110,9.220,79.440,11.870,98.410,50.480,55.120,35.110,18.990,20.050,101.900,23.560,192.040,61.260,13.520,97.890,35.760,43.560,33.610,49.480,34.910,13.890,28.570,50.610,12.590,23.520,19.690,24.470,29.010,28.070,25.010,39.050,34.570,10603.968
2009-07-29,102.450,21.910,29.570,90.680,38.710,34.750,48.700,19.640,14.960,17.270,11.220,27.900,39.520,39.960,55.920,32.570,36.090,41.260,37.180,91.200,9.120,79.740,11.790,97.930,50.010,54.840,34.610,19.180,20.310,102.540,22.000,193.680,61.510,13.120,97.650,33.470,43.220,33.190,49.240,34.170,13.950,27.970,49.440,12.590,23.410,19.670,24.600,28.870,28.050,24.880,37.410,33.670,10604.049
2009-07-30,102.580,22.590,30.550,91.420,39.330,35.610,49.650,19.810,15.340,17.540,11.370,28.500,40.300,41.190,57.500,33.120,36.680,42.000,38.160,91.620,9.170,79.440,11.930,98.950,50.860,55.800,35.820,19.810,20.610,103.100,23.360,189.640,60.870,13.250,98.670,35.490,44.070,34.380,49.770,35.080,14.060,28.820,50.130,12.880,23.790,19.770,24.570,29.310,28.090,25.270,38.530,34.580,10604.125
2009-07-31,103.100,23.040,31.000,91.670,39.700,35.780,50.410,20.140,15.340,17.600,11.330,28.660,40.800,41.640,57.600,33.570,37.170,41.860,39.760,93.350,9.350,78.750,12.120,99.170,50.950,55.570,35.850,20.100,20.820,104.460,24.230,189.040,60.790,13.700,98.810,36.810,44.850,34.350,49.850,35.290,14.290,29.120,50.620,13.010,23.880,19.700,24.520,28.940,27.870,25.270,39.640,34.920,10604.201
2009-08-03,102.550,23.690,32.280,92.860,39.990,37.120,51.580,20.790,15.820,18.150,11.420,29.680,42.080,42.750,60.390,34.490,37.950,43.560,40.770,93.870,9.400,79.160,12.300,100.670,52.040,56.540,36.560,20.610,21.240,103.000,25.000,183.120,59.800,14.030,100.440,37.920,46.070,34.970,50.690,36.630,14.630,30.150,51.920,13.340,24.400,19.970,24.550,29.230,28.040,25.790,41.920,36.250,10604.282
2009-08-04,102.240,23.700,32.400,93.190,39.970,36.780,51.500,20.730,15.530,17.990,11.150,29.640,42.330,42.360,60.830,34.440,38.170,42.790,41.080,94.680,9.480,79.420,12.410,100.980,52.350,57.110,38.300,21.210,21.840,102.480,25.050,182.000,59.610,14.350,100.700,37.970,46.040,36.880,50.880,36.350,14.840,30.040,51.830,13.610,24.580,19.910,24.590,28.800,28.110,25.900,41.890,36.340,10604.358
2009-08-05,102.150,23.950,32.790,92.830,39.740,36.470,51.290,20.570,15.150,18.080,10.970,29.900,42.660,41.920,61.190,34.410,37.790,41.790,40.950,94.780,9.480,78.160,12.590,100.690,52.520,56.540,39.850,21.880,21.930,102.500,25.210,182.960,59.790,14.520,100.410,38.200,45.930,38.290,50.760,36.040,14.970,30.280,51.310,14.080,24.380,19.730,24.430,28.600,27.710,25.680,42.050,35.950,10604.435
2009-08-06,102.200,23.400,32.790,92.630,39.720,36.170,50.970,20.420,15.160,17.960,10.960,29.480,42.250,41.700,60.140,34.120,37.520,41.990,40.850,94.600,9.460,76.550,12.430,100.230,52.300,55.750,39.600,21.770,21.820,102.220,25.230,184.840,60.110,14.320,99.890,38.270,45.480,38.000,50.410,35.730,14.860,30.030,50.890,13.980,24.510,19.590,24.180,28.650,27.510,25.660,41.620,35.180,10604.507
2009-08-07,101.590,23.290,32.480,93.790,39.860,36.530,50.920,20.410,15.100,17.970,11.100,29.680,43.360,42.730,61.030,34.130,37.930,41.810,39.980,93.750,9.380,76.920,12.950,101.490,53.080,57.090,41.440,22.540,23.000,102.200,24.870,180.200,59.330,14.390,101.200,37.650,45.640,40.120,51.120,35.980,15.530,30.210,50.830,14.350,25.120,19.790,24.280,28.920,27.630,26.500,42.370,35.510,10604.583
2009-08-10,102.380,23.280,32.490,93.500,39.420,36.120,50.610,20.300,15.080,18.050,10.990,29.260,43.540,41.720,60.810,34.010,37.540,41.880,39.100,92.930,9.290,76.830,12.640,101.340,52.920,57.190,40.620,22.600,23.280,102.520,24.910,180.680,59.450,14.150,100.990,37.710,45.180,39.260,51.000,35.680,15.180,29.810,51.050,14.290,24.880,19.700,24.300,28.980,27.850,26.260,41.290,35.830,10604.664
2009-08-11,102.380,23.280,32.490,93.500,39.420,36.120,50.610,20.300,15.080,18.050,10.990,29.260,43.540,41.720,60.810,34.010,37.540,41.880,39.100,92.930,9.290,76.500,12.640,101.340,52.920,57.190,40.620,22.600,23.280,102.520,24.910,180.680,59.450,14.150,100.990,37.710,45.180,39.260,51.000,35.680,15.180,29.810,51.050,14.290,24.880,19.700,24.300,28.980,27.850,26.260,41.290,35.830,10604.740
2009-08-12,102.690,23.050,32.590,93.770,39.990,35.760,50.890,20.160,15.120,18.150,11.060,29.140,42.900,41.080,60.210,34.090,37.810,41.540,38.790,92.950,9.300,77.280,12.910,101.120,52.700,57.120,39.680,22.040,22.320,102.150,24.620,181.360,59.550,14.340,100.800,37.350,45.320,38.400,50.890,35.430,15.340,30.010,50.850,14.040,24.980,19.810,24.290,29.140,27.960,26.170,40.950,35.210,10604.812
2009-08-13,102.950,23.360,33.180,94.190,40.020,36.380,51.670,20.470,15.160,18.510,11.240,29.740,43.520,41.630,60.870,34.530,38.210,41.780,39.880,93.720,9.370,77.150,12.870,101.880,53.190,57.590,39.870,22.700,22.250,103.140,24.930,178.480,59.070,14.790,101.570,37.800,46.140,38.600,51.340,36.030,15.290,30.560,51.470,14.330,25.090,19.900,24.430,29.040,27.930,26.240,42.880,35.750,10604.884
2009-08-14,103.130,22.700,33.220,93.410,40.000,35.720,51.230,20.220,15.060,18.280,11.170,29.560,43.060,41.510,59.800,34.220,37.760,41.040,39.210,93.000,9.300,76.490,12.580,101.050,52.720,56.410,39.510,22.770,21.830,103.120,23.770,181.400,59.520,14.430,100.790,36.030,45.590,38.280,50.870,35.540,14.870,29.790,50.710,14.240,24.730,19.710,24.400,29.040,27.930,25.880,41.710,35.160,10604.961
2009-08-17,103.560,22.360,32.120,91.610,39.250,34.320,49.580,19.570,14.560,17.600,10.820,28.600,41.760,39.150,57.660,32.990,36.230,39.130,37.300,91.610,9.170,75.190,12.120,98.570,51.260,54.820,37.530,21.780,20.770,103.290,23.450,190.200,61.060,13.750,98.310,35.520,43.980,36.240,49.550,34.080,14.270,28.660,49.070,13.640,24.000,19.240,24.150,28.640,27.820,25.060,39.070,33.790,10605.037
2009-08-18,103.220,22.800,32.740,92.300,39.690,35.070,50.440,19.720,14.880,17.900,10.870,29.200,42.310,40.400,58.960,33.360,36.660,40.030,37.870,92.060,9.210,75.360,12.360,99.520,51.760,55.550,37.990,22.240,20.820,103.030,24.280,186.800,60.460,13.720,99.090,36.860,44.840,36.600,50.070,34.640,14.560,29.090,49.560,13.920,24.290,19.530,24.190,28.700,27.800,25.340,39.950,34.380,10605.113
2009-08-19,103.430,22.960,32.660,93.130,39.860,35.160,50.870,19.970,14.830,18.030,10.830,29.420,42.620,40.650,59.370,33.760,37.140,40.060,38.240,92.530,9.260,77.540,12.390,100.300,52.160,56.230,37.710,22.190,21.100,103.360,25.140,183.600,59.980,13.570,99.960,38.120,45.320,36.310,50.500,34.820,14.620,29.470,50.480,13.910,24.360,19.580,24.350,28.910,28.190,25.600,40.170,34.970,10605.185
2009-08-20,103.600,22.770,33.490,93.790,40.240,35.770,51.230,20.190,15.050,18.200,10.800,29.660,43.420,41.680,60.150,34.210,37.480,40.600,38.610,92.270,9.240,77.180,12.540,101.310,52.760,56.840,39.240,22.790,21.210,103.850,24.890,179.920,59.330,13.700,100.990,37.670,45.870,37.760,50.980,35.270,14.780,29.530,50.910,14.270,24.660,19.800,24.470,29.150,28.390,25.790,40.450,35.310,10605.258
2009-08-21,103.000,22.940,34.250,95.030,40.680,36.310,52.350,20.840,15.190,18.680,10.840,30.280,44.320,42.360,61.400,35.300,38.700,40.780,39.300,93.650,9.370,77.860,13.020,103.280,53.940,58.150,40.110,23.330,21.990,103.380,25.240,173.120,58.240,13.920,102.970,38.230,47.100,38.750,51.930,35.930,15.340,30.310,52.350,14.550,25.300,20.090,24.740,29.720,28.680,26.320,41.880,36.360,10605.330
2009-08-24,103.420,22.980,34.480,95.130,40.580,36.470,52.340,20.840,15.170,18.860,10.970,30.180,43.780,42.640,61.240,35.310,38.980,40.400,38.890,92.340,9.240,78.300,12.960,103.270,53.940,58.130,39.880,23.050,21.460,103.910,25.300,173.040,58.180,13.900,102.960,38.300,46.980,38.620,52.000,36.000,15.290,30.070,53.020,14.440,25.350,20.030,24.750,29.770,28.880,26.130,42.010,36.670,10605.402
2009-08-25,103.590,22.650,34.670,95.480,41.120,36.390,52.860,21.100,15.130,19.070,10.920,30.240,43.660,42.360,60.250,35.800,39.440,40.530,39.240,92.760,9.280,77.860,13.310,103.500,54.150,58.380,40.320,23.190,21.360,104.090,24.570,172.200,58.090,14.040,103.160,37.170,47.510,39.050,52.100,35.950,15.560,29.920,52.210,14.620,25.490,20.080,24.790,29.580,28.880,26.400,41.310,35.970,10605.474
2009-08-26,103.740,22.590,34.880,95.460,40.820,36.280,52.640,21.050,15.050,19.130,10.740,30.020,43.230,42.460,60.220,35.720,39.260,40.260,38.820,92.790,9.290,79.300,13.600,103.460,54.120,58.510,40.500,23.110,21.690,104.780,24.410,172.360,58.070,14.090,103.170,36.950,47.070,39.170,52.060,35.750,15.840,29.810,52.450,14.580,25.230,20.170,24.870,29.550,28.890,26.550,41.010,35.890,10605.538
2009-08-27,103.660,22.780,34.740,95.820,41.350,36.210,53.040,21.120,15.000,19.300,10.790,30.120,43.480,42.340,60.260,36.030,39.780,40.300,39.570,93.190,9.320,79.220,13.440,103.780,54.210,58.420,40.820,23.410,21.480,104.300,24.870,171.200,57.910,14.080,103.400,37.720,47.570,39.550,52.240,35.690,15.780,30.020,52.290,14.730,25.460,20.210,24.870,29.550,28.880,26.600,41.140,35.960,10605.601
2009-08-28,103.590,22.730,35.050,95.580,41.100,36.020,53.070,21.080,14.880,19.210,10.940,30.320,43.650,42.350,59.540,35.980,39.500,39.810,40.180,93.870,9.390,78.790,13.480,103.730,54.250,58.050,41.090,23.600,21.310,104.820,24.890,171.680,58.000,14.500,103.380,37.660,47.620,39.900,52.200,35.690,15.850,30.210,52.180,14.750,25.320,20.280,24.770,29.480,28.670,26.610,42.100,36.160,10605.665
2009-08-31,104.020,22.110,34.930,95.050,41.020,35.310,52.680,20.910,14.420,19.100,10.840,29.900,42.430,41.590,58.210,35.670,39.300,39.310,39.510,93.400,9.340,78.280,13.140,102.800,53.720,57.200,40.580,23.530,21.200,105.330,23.790,174.560,58.460,14.620,102.460,36.050,47.310,39.270,51.700,35.040,15.510,29.810,51.170,14.700,25.020,20.020,24.820,29.230,28.620,26.160,40.600,35.210,10605.728
2009-09-01,103.510,21.770,34.000,93.210,40.410,34.640,51.370,20.170,14.200,18.520,10.960,29.400,40.960,41.840,56.860,34.520,37.920,38.410,38.790,93.900,9.390,77.430,12.680,100.500,52.270,55.920,38.510,22.150,20.330,104.310,23.230,182.400,59.830,14.760,100.200,35.270,45.750,37.170,50.560,34.490,14.940,28.930,50.280,13.910,24.600,19.610,24.590,29.000,28.160,25.690,39.580,34.500,10605.788
2009-09-02,104.060,21.820,33.400,92.830,40.630,35.010,51.310,20.150,14.200,18.340,11.240,29.500,41.280,42.570,57.290,34.400,37.970,38.720,42.480,96.190,9.620,77.470,12.340,100.110,51.950,55.640,37.750,21.600,19.960,104.620,23.170,183.840,60.000,15.220,99.820,35.180,45.790,36.420,50.350,34.900,14.660,29.200,49.910,13.790,24.500,19.650,24.610,28.800,28.220,25.560,40.330,34.150,10605.847
2009-09-03,103.870,21.710,33.880,93.450,40.390,35.710,51.710,20.240,14.440,18.650,11.470,29.860,42.000,42.950,58.210,34.650,38.240,39.680,44.650,97.460,9.750,77.540,12.500,100.920,52.470,56.260,38.420,22.210,20.240,104.800,23.260,180.880,59.540,15.870,100.650,35.320,46.110,37.150,50.810,35.540,14.790,29.620,50.260,14.060,24.820,19.740,24.660,28.780,28.090,25.830,41.470,34.280,10605.911
2009-09-04,103.670,21.620,34.260,94.450,40.420,36.400,52.500,20.680,14.880,18.970,11.560,30.320,42.610,43.300,59.840,35.360,39.110,41.130,45.020,97.530,9.760,78.990,12.700,102.360,53.190,57.050,38.880,22.450,20.370,104.870,23.110,175.620,58.670,15.970,102.060,35.130,46.940,37.580,51.460,36.240,15.080,30.030,50.960,14.220,25.310,20.090,24.840,28.920,28.490,26.300,42.380,34.950,10605.970
2009-09-08,103.520,22.020,36.090,95.060,40.780,37.150,53.540,21.200,15.190,19.450,11.810,30.820,44.140,43.730,61.570,36.430,39.760,42.360,45.110,97.430,9.760,79.330,12.850,103.270,53.800,57.680,40.130,22.390,20.490,104.600,24.330,172.520,58.140,16.150,102.940,36.940,48.110,38.890,51.980,37.010,15.320,30.440,52.360,14.280,25.530,20.240,25.050,28.990,28.360,26.530,44.100,36.090,10606.030
2009-09-09,103.720,22.110,36.590,95.530,41.210,37.350,54.200,21.510,15.290,19.680,11.850,31.280,43.490,43.800,61.630,36.780,40.570,42.170,44.120,97.080,9.720,80.280,12.950,104.060,54.290,58.670,40.940,22.790,20.300,104.570,24.320,169.800,57.650,16.060,103.730,36.940,48.770,39.650,52.500,37.090,15.470,30.580,52.480,14.500,25.960,20.390,25.040,28.950,28.690,26.810,44.210,36.260,10606.089
2009-09-10,104.250,22.230,36.800,96.340,41.460,37.840,54.680,21.820,15.470,19.950,12.000,31.680,44.120,44.640,62.910,37.260,40.870,42.580,45.540,97.700,9.780,80.480,13.100,105.090,55.000,59.400,41.520,22.800,20.940,105.260,24.620,166.400,57.060,16.410,104.790,37.370,49.170,40.240,53.040,37.620,15.620,30.750,53.390,14.620,26.180,20.670,25.220,28.950,28.910,27.170,45.610,37.410,10606.148
2009-09-11,104.240,21.940,37.020,96.220,41.630,37.860,54.610,21.830,15.450,19.910,11.970,31.500,44.530,44.810,62.500,37.140,40.790,42.390,46.090,98.780,9.880,80.330,12.980,105.140,54.890,59.420,41.390,22.590,21.040,106.210,23.660,166.480,57.080,16.500,104.770,35.820,49.100,40.170,53.080,37.500,15.560,30.790,53.600,14.530,26.350,20.690,25.330,28.940,28.920,27.080,45.950,37.620,10606.208
2009-09-14,104.090,21.820,37.000,96.320,41.430,37.720,54.720,21.900,15.380,20.090,11.840,31.500,44.200,44.410,63.250,37.350,41.090,42.410,45.390,97.960,9.810,81.180,12.940,105.710,55.340,60.050,42.580,22.750,21.080,105.670,23.550,164.600,56.790,16.310,105.280,35.710,49.390,41.360,53.360,37.480,15.470,31.180,54.000,14.720,26.600,20.620,25.270,29.360,29.030,27.170,46.550,38.040,10606.267
2009-09-15,103.930,22.330,37.450,96.900,41.590,38.170,54.730,22.030,15.380,20.220,11.950,31.540,44.720,45.540,63.950,37.680,41.300,42.290,46.850,98.900,9.900,81.170,13.240,106.040,55.720,60.540,43.330,23.080,21.420,105.610,24.190,163.400,56.550,16.780,105.720,36.700,49.590,42.020,53.620,37.880,15.750,31.870,54.540,14.750,26.920,20.760,25.140,29.580,28.770,27.300,47.900,38.690,10606.322
2009-09-16,104.010,22.620,38.020,98.080,41.490,39.130,55.810,22.420,15.660,20.640,12.210,32.040,45.720,46.840,65.540,38.460,42.160,43.800,48.000,99.910,10.000,81.990,13.710,107.660,56.770,61.790,45.020,24.040,22.810,105.940,24.670,158.400,55.680,17.140,107.320,37.430,50.590,43.730,54.460,38.890,16.470,32.310,55.890,15.260,27.260,20.920,25.340,30.050,29.030,27.820,49.620,39.610,10606.365
2009-09-17,104.500,22.630,38.300,98.060,41.220,38.920,55.450,22.420,15.640,20.470,12.100,32.040,45.420,46.530,64.900,38.340,41.910,43.560,47.780,99.340,9.950,82.370,13.510,107.530,56.540,61.660,44.800,23.810,22.270,106.460,24.730,158.880,55.770,16.950,107.160,37.490,50.440,43.540,54.360,38.550,16.150,32.160,55.620,15.210,27.310,20.840,25.250,29.850,29.010,27.790,48.420,39.500,10606.407
2009-09-18,104.240,22.430,38.230,98.110,41.220,39.030,55.600,22.430,15.550,20.520,12.180,31.900,45.010,46.770,65.180,38.470,41.960,43.360,45.920,98.670,9.880,82.630,13.510,107.600,56.650,61.910,44.790,23.670,22.170,105.790,24.510,158.680,55.730,16.700,106.720,37.120,50.370,43.600,54.440,38.680,16.100,32.010,55.180,15.140,27.010,20.890,25.400,29.680,28.760,27.800,48.000,39.000,10606.441
2009-09-21,104.160,21.940,37.250,97.740,40.790,38.690,55.010,22.160,15.420,20.160,12.180,31.400,44.360,46.460,65.400,38.060,41.620,42.780,45.150,98.360,9.850,83.610,13.420,107.290,56.270,61.740,44.080,23.540,21.770,106.040,23.610,159.440,55.890,16.540,106.450,35.850,49.910,42.920,54.290,38.320,15.920,31.690,54.710,15.000,26.850,20.800,25.320,29.540,29.040,27.690,47.570,38.690,10606.488
2009-09-22,104.090,22.300,37.870,98.210,41.480,39.280,55.770,22.480,15.740,20.290,12.220,31.860,44.470,47.580,66.740,38.480,42.180,43.140,46.260,99.670,9.970,82.530,13.330,107.940,56.560,62.020,45.040,24.080,22.060,106.290,24.390,157.600,55.550,16.880,107.070,36.980,50.560,44.280,54.610,39.010,15.900,32.040,55.570,15.340,27.170,20.910,25.370,29.460,28.950,27.800,49.120,39.480,10606.534
2009-09-23,104.350,21.800,37.580,97.580,41.590,38.690,55.290,22.250,15.500,20.240,12.030,31.560,43.390,47.220,65.690,38.190,41.620,42.320,44.840,98.830,9.890,81.440,12.970,106.560,55.950,61.430,43.530,23.590,21.840,106.340,23.130,160.480,56.000,16.540,106.180,35.130,50.070,42.680,54.050,38.410,15.530,31.530,54.410,15.030,26.940,20.910,25.370,29.360,28.540,27.400,47.770,38.720,10606.581
2009-09-24,104.480,21.520,36.900,96.990,41.060,37.930,54.480,21.820,15.170,19.960,11.810,30.860,42.380,46.340,64.670,37.520,41.030,41.200,43.740,97.550,9.760,80.780,12.730,105.320,55.140,60.200,42.090,23.090,21.120,106.510,22.360,163.760,56.660,15.990,105.010,33.970,49.100,40.720,53.230,37.650,15.240,30.840,53.630,14.730,26.500,20.710,25.240,29.280,28.510,27.140,46.240,37.870,10606.624
2009-09-25,104.790,21.350,36.540,96.740,40.700,38.090,54.250,21.760,15.220,20.070,11.820,30.660,42.610,46.690,65.310,37.440,40.940,41.230,43.070,97.000,9.710,80.760,12.390,104.860,54.870,59.830,42.060,22.900,21.040,106.920,22.360,165.240,56.930,15.740,104.450,34.000,48.970,40.850,52.890,37.930,14.890,30.540,53.560,14.590,26.130,20.580,25.240,29.200,28.530,26.980,45.270,37.810,10606.666
2009-09-28,104.780,21.540,36.960,97.840,41.140,38.580,54.990,22.230,15.370,20.370,11.920,30.940,43.580,47.070,66.460,38.130,41.860,41.370,43.040,97.050,9.710,82.030,12.580,106.620,55.940,61.260,43.700,23.500,21.500,107.190,22.690,159.600,55.960,15.910,106.320,34.510,49.660,42.540,53.880,38.400,15.060,31.120,54.420,15.080,26.670,20.920,25.290,29.450,28.840,27.490,45.970,38.480,10606.713
2009-09-29,104.730,21.460,37.100,97.440,40.270,38.670,54.660,22.160,15.430,20.400,12.060,31.040,43.830,47.130,66.580,37.980,41.600,41.360,44.460,97.430,9.750,81.690,12.540,106.320,55.890,60.990,42.970,23.410,21.480,106.770,22.580,160.480,56.090,15.890,106.000,34.310,49.480,41.850,53.790,38.350,15.330,31.150,54.270,15.010,26.610,20.810,25.410,29.510,28.880,27.620,45.990,38.600,10606.768
2009-09-30,104.920,22.060,36.840,97.090,40.600,38.910,54.680,22.190,15.520,20.410,12.320,31.020,43.680,47.380,67.640,38.010,41.330,40.920,45.290,98.850,9.890,81.360,12.310,106.010,55.490,60.240,42.670,23.330,21.320,106.680,23.800,161.560,56.270,16.380,105.590,36.190,49.590,41.450,53.590,38.530,15.030,30.940,53.920,14.940,26.340,20.870,25.460,29.330,28.670,27.470,45.640,38.660,10606.827
2009-10-01,104.820,21.920,36.020,95.120,39.700,37.850,53.250,21.410,15.100,19.830,12.160,30.340,42.250,45.390,66.030,36.780,40.080,39.650,43.060,97.890,9.800,78.840,11.770,103.320,53.940,58.440,40.860,22.280,20.620,105.120,23.830,169.720,57.740,16.040,103.000,36.230,48.000,39.590,52.170,37.560,14.390,29.730,52.240,14.280,25.680,20.250,25.230,28.830,28.260,26.870,43.540,37.130,10606.870
2009-10-02,104.620,21.700,35.650,94.860,39.310,37.860,52.660,21.290,14.980,19.630,12.070,30.000,42.700,45.110,67.300,36.320,39.690,39.510,42.760,98.370,9.840,78.640,11.520,102.850,53.560,58.000,40.460,22.180,20.400,104.440,23.630,171.160,58.000,15.820,102.490,35.870,47.610,39.310,51.860,37.650,14.260,29.610,51.970,14.290,25.350,20.250,25.310,28.520,28.150,26.530,43.230,36.910,10606.912
2009-10-05,104.690,22.400,36.100,95.970,39.350,38.740,53.420,21.590,15.150,20.010,12.170,30.260,43.630,45.850,69.290,37.130,40.480,40.470,44.560,99.820,9.980,78.870,11.680,104.350,54.620,59.040,41.550,22.880,20.650,105.000,23.810,166.200,57.130,16.380,104.020,36.180,48.420,40.390,52.660,38.480,14.500,30.110,53.120,14.740,25.870,20.420,25.370,28.830,28.330,26.940,45.110,38.130,10606.946
2009-10-06,104.540,22.130,36.910,97.290,39.610,39.380,54.320,22.090,15.290,20.410,12.430,30.660,44.910,45.830,69.760,38.040,41.430,41.530,47.600,102.280,10.230,79.570,11.880,105.800,55.380,60.140,41.560,23.090,21.020,104.780,24.040,161.280,56.280,17.080,105.510,36.540,49.330,40.280,53.440,39.110,14.690,30.740,54.380,14.930,26.120,20.790,25.600,29.050,28.560,27.350,46.210,39.100,10606.980
2009-10-07,104.960,22.170,36.980,97.280,39.670,39.340,54.520,22.150,15.420,20.530,12.480,30.860,45.100,45.170,69.970,37.960,41.270,42.020,47.900,102.360,10.240,79.330,11.670,106.110,55.600,60.160,41.430,23.320,21.080,105.450,23.660,160.520,56.100,17.250,105.800,35.960,49.340,40.250,53.560,39.020,14.550,30.750,54.800,15.090,26.020,20.750,25.710,29.070,28.580,27.370,46.810,39.150,10607.018
2009-10-08,104.890,22.610,37.680,97.910,40.150,39.820,55.310,22.500,15.670,20.760,12.330,31.140,45.670,45.870,71.690,38.530,41.840,42.730,48.690,103.640,10.370,79.130,12.150,106.920,56.090,60.710,42.210,23.280,21.350,104.860,24.170,158.040,55.710,17.520,106.610,36.680,50.080,41.020,54.030,39.620,15.020,31.470,56.210,15.110,26.480,20.880,25.860,29.070,28.610,27.810,47.980,40.500,10607.044
2009-10-09,104.160,22.700,37.520,98.690,40.050,39.850,55.170,22.470,15.740,20.780,12.340,30.900,45.880,46.620,72.120,38.570,41.810,42.890,48.290,102.840,10.290,79.700,12.280,107.550,56.370,61.420,42.620,23.540,21.680,103.940,24.480,156.130,55.360,17.440,107.260,37.160,49.830,41.370,54.400,39.830,15.140,31.500,56.160,15.240,26.550,21.020,25.920,29.250,28.880,27.800,47.590,40.430,10607.073
2009-10-12,104.400,23.160,37.910,98.940,40.200,40.180,55.500,22.740,15.660,21.070,12.350,31.040,46.750,46.400,72.940,38.930,42.320,42.450,48.280,103.560,10.360,79.740,12.260,108.030,56.690,61.430,42.550,23.650,21.490,104.300,24.820,154.680,55.080,17.480,107.680,37.690,50.150,41.310,54.600,40.070,15.060,31.580,56.920,15.360,26.500,21.030,26.030,29.550,29.020,27.940,47.690,41.000,10607.073
2009-10-13,104.660,23.420,37.760,98.830,39.850,40.250,55.380,22.720,15.670,21.140,12.320,30.860,47.110,46.090,72.800,38.810,42.090,42.770,49.190,104.260,10.430,79.510,12.510,107.830,56.500,61.170,41.910,23.640,21.440,104.500,25.160,155.440,55.200,17.480,107.460,38.150,50.290,40.730,54.450,40.080,15.370,31.750,57.010,15.210,26.520,21.110,25.940,29.340,28.740,27.990,47.850,41.200,10607.103
